Mod:Item:MetaData, Localized Name
gregtech:ore_lead_0:5, Lead Ore
gregtech:ore_lead_0:6, Nether Lead Ore
gregtech:ore_lead_0:7, End Lead Ore
gregtech:ore_lead_0:8, Sand Lead Ore
gregtech:ore_lead_0:9, Sand Lead Ore
gregtech:ore_lead_0:10, Granite Lead Ore
gregtech:ore_lead_0:11, Granite Lead Ore
gregtech:ore_lead_0:12, Marble Lead Ore
gregtech:ore_lead_0:13, Basalt Lead Ore
gregtech:ore_phosphate_0:0, Phosphate Ore
gregtech:ore_phosphate_0:1, Phosphate Ore
gregtech:ore_phosphate_0:2, Phosphate Ore
gregtech:ore_phosphate_0:3, Phosphate Ore
gregtech:ore_phosphate_0:4, Gravel Phosphate Ore
gregtech:ore_phosphate_0:5, Phosphate Ore
gregtech:ore_phosphate_0:6, Nether Phosphate Ore
gregtech:ore_phosphate_0:7, End Phosphate Ore
gregtech:ore_phosphate_0:8, Sand Phosphate Ore
gregtech:ore_phosphate_0:9, Sand Phosphate Ore
gregtech:ore_phosphate_0:10, Granite Phosphate Ore
gregtech:ore_phosphate_0:11, Granite Phosphate Ore
gregtech:ore_phosphate_0:12, Marble Phosphate Ore
gregtech:ore_phosphate_0:13, Basalt Phosphate Ore
gregtech:ore_titanium_0:0, Titanium Ore
gregtech:ore_titanium_0:1, Titanium Ore
gregtech:ore_titanium_0:2, Titanium Ore
gregtech:ore_titanium_0:3, Titanium Ore
gregtech:ore_titanium_0:4, Gravel Titanium Ore
gregtech:ore_titanium_0:5, Titanium Ore
gregtech:ore_titanium_0:6, Nether Titanium Ore
gregtech:ore_titanium_0:7, End Titanium Ore
gregtech:ore_titanium_0:8, Sand Titanium Ore
gregtech:ore_titanium_0:9, Sand Titanium Ore
gregtech:ore_titanium_0:10, Granite Titanium Ore
gregtech:ore_titanium_0:11, Granite Titanium Ore
gregtech:ore_titanium_0:12, Marble Titanium Ore
gregtech:ore_titanium_0:13, Basalt Titanium Ore
gregtech:ore_yttrium_0:0, Yttrium Ore
gregtech:ore_yttrium_0:1, Yttrium Ore
gregtech:ore_yttrium_0:2, Yttrium Ore
gregtech:ore_yttrium_0:3, Yttrium Ore
gregtech:ore_yttrium_0:4, Gravel Yttrium Ore
gregtech:ore_yttrium_0:5, Yttrium Ore
gregtech:ore_yttrium_0:6, Nether Yttrium Ore
gregtech:ore_yttrium_0:7, End Yttrium Ore
gregtech:ore_yttrium_0:8, Sand Yttrium Ore
gregtech:ore_yttrium_0:9, Sand Yttrium Ore
gregtech:ore_yttrium_0:10, Granite Yttrium Ore
gregtech:ore_yttrium_0:11, Granite Yttrium Ore
gregtech:ore_yttrium_0:12, Marble Yttrium Ore
gregtech:ore_yttrium_0:13, Basalt Yttrium Ore
gregtech:ore_nether_star_0:0, Nether Star Ore
gregtech:ore_nether_star_0:1, Nether Star Ore
gregtech:ore_nether_star_0:2, Nether Star Ore
gregtech:ore_nether_star_0:3, Nether Star Ore
gregtech:ore_nether_star_0:4, Gravel Nether Star Ore
gregtech:ore_nether_star_0:5, Nether Star Ore
gregtech:ore_nether_star_0:6, Nether Nether Star Ore
gregtech:ore_nether_star_0:7, End Nether Star Ore
gregtech:ore_nether_star_0:8, Sand Nether Star Ore
gregtech:ore_nether_star_0:9, Sand Nether Star Ore
gregtech:ore_nether_star_0:10, Granite Nether Star Ore
gregtech:ore_nether_star_0:11, Granite Nether Star Ore
gregtech:ore_nether_star_0:12, Marble Nether Star Ore
gregtech:ore_nether_star_0:13, Basalt Nether Star Ore
gregtech:ore_tetrahedrite_0:0, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:1, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:2, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:3, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:4, Gravel Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:5, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:6, Nether Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:7, End Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:8, Sand Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:9, Sand Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:10, Granite Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:11, Granite Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:12, Marble Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:13, Basalt Tetrahedrite Ore
gregtech:ore_garnet_red_0:0, Red Garnet Ore
gregtech:ore_garnet_red_0:1, Red Garnet Ore
gregtech:ore_garnet_red_0:2, Red Garnet Ore
gregtech:ore_garnet_red_0:3, Red Garnet Ore
gregtech:ore_garnet_red_0:4, Gravel Red Garnet Ore
gregtech:ore_garnet_red_0:5, Red Garnet Ore
gregtech:ore_garnet_red_0:6, Nether Red Garnet Ore
gregtech:ore_garnet_red_0:7, End Red Garnet Ore
gregtech:ore_garnet_red_0:8, Sand Red Garnet Ore
gregtech:ore_garnet_red_0:9, Sand Red Garnet Ore
gregtech:ore_garnet_red_0:10, Granite Red Garnet Ore
gregtech:ore_garnet_red_0:11, Granite Red Garnet Ore
gregtech:ore_garnet_red_0:12, Marble Red Garnet Ore
gregtech:ore_garnet_red_0:13, Basalt Red Garnet Ore
gregtech:ore_sodalite_0:0, Sodalite Ore
gregtech:ore_sodalite_0:1, Sodalite Ore
gregtech:ore_sodalite_0:2, Sodalite Ore
gregtech:ore_sodalite_0:3, Sodalite Ore
gregtech:ore_sodalite_0:4, Gravel Sodalite Ore
gregtech:ore_sodalite_0:5, Sodalite Ore
gregtech:ore_sodalite_0:6, Nether Sodalite Ore
gregtech:ore_sodalite_0:7, End Sodalite Ore
gregtech:ore_sodalite_0:8, Sand Sodalite Ore
gregtech:ore_sodalite_0:9, Sand Sodalite Ore
gregtech:ore_sodalite_0:10, Granite Sodalite Ore
gregtech:ore_sodalite_0:11, Granite Sodalite Ore
gregtech:ore_sodalite_0:12, Marble Sodalite Ore
gregtech:ore_sodalite_0:13, Basalt Sodalite Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Lapis Ore
gregtech:ore_lapis_0:2, Lapis Ore
gregtech:ore_lapis_0:3, Lapis Ore
gregtech:ore_lapis_0:4, Gravel Lapis Ore
gregtech:ore_lapis_0:5, Lapis Ore
gregtech:ore_lapis_0:6, Nether Lapis Ore
gregtech:ore_lapis_0:7, End Lapis Ore
gregtech:ore_lapis_0:8, Sand Lapis Ore
gregtech:ore_lapis_0:9, Sand Lapis Ore
gregtech:ore_lapis_0:10, Granite Lapis Ore
gregtech:ore_lapis_0:11, Granite Lapis Ore
gregtech:ore_lapis_0:12, Marble Lapis Ore
gregtech:ore_lapis_0:13, Basalt Lapis Ore
gregtech:ore_naquadah_enriched_0:0, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:1, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:2, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:3, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:4, Gravel Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:5, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:6, Nether Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:7, End Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:8, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:9, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:10, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:11, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:12, Marble Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:13, Basalt Enriched Naquadah Ore
gregtech:ore_tantalite_0:0, Tantalite Ore
gregtech:ore_tantalite_0:1, Tantalite Ore
gregtech:ore_tantalite_0:2, Tantalite Ore
gregtech:ore_tantalite_0:3, Tantalite Ore
gregtech:ore_tantalite_0:4, Gravel Tantalite Ore
gregtech:ore_tantalite_0:5, Tantalite Ore
gregtech:ore_tantalite_0:6, Nether Tantalite Ore
gregtech:ore_tantalite_0:7, End Tantalite Ore
gregtech:ore_tantalite_0:8, Sand Tantalite Ore
gregtech:ore_tantalite_0:9, Sand Tantalite Ore
gregtech:ore_tantalite_0:10, Granite Tantalite Ore
gregtech:ore_tantalite_0:11, Granite Tantalite Ore
gregtech:ore_tantalite_0:12, Marble Tantalite Ore
gregtech:ore_tantalite_0:13, Basalt Tantalite Ore
gregtech:ore_emerald_0:0, Emerald Ore
gregtech:ore_emerald_0:1, Emerald Ore
gregtech:ore_emerald_0:2, Emerald Ore
gregtech:ore_emerald_0:3, Emerald Ore
gregtech:ore_emerald_0:4, Gravel Emerald Ore
gregtech:ore_emerald_0:5, Emerald Ore
gregtech:ore_emerald_0:6, Nether Emerald Ore
gregtech:ore_emerald_0:7, End Emerald Ore
gregtech:ore_emerald_0:8, Sand Emerald Ore
gregtech:ore_emerald_0:9, Sand Emerald Ore
gregtech:ore_emerald_0:10, Granite Emerald Ore
gregtech:ore_emerald_0:11, Granite Emerald Ore
gregtech:ore_emerald_0:12, Marble Emerald Ore
gregtech:ore_emerald_0:13, Basalt Emerald Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Graphite Ore
gregtech:ore_graphite_0:2, Graphite Ore
gregtech:ore_graphite_0:3, Graphite Ore
gregtech:ore_graphite_0:4, Gravel Graphite Ore
gregtech:ore_graphite_0:5, Graphite Ore
gregtech:ore_graphite_0:6, Nether Graphite Ore
gregtech:ore_graphite_0:7, End Graphite Ore
gregtech:ore_graphite_0:8, Sand Graphite Ore
gregtech:ore_graphite_0:9, Sand Graphite Ore
gregtech:ore_graphite_0:10, Granite Graphite Ore
gregtech:ore_graphite_0:11, Granite Graphite Ore
gregtech:ore_graphite_0:12, Marble Graphite Ore
gregtech:ore_graphite_0:13, Basalt Graphite Ore
gregtech:ore_palladium_0:0, Palladium Ore
gregtech:ore_palladium_0:1, Palladium Ore
gregtech:ore_palladium_0:2, Palladium Ore
gregtech:ore_palladium_0:3, Palladium Ore
gregtech:ore_palladium_0:4, Gravel Palladium Ore
gregtech:ore_palladium_0:5, Palladium Ore
gregtech:ore_palladium_0:6, Nether Palladium Ore
gregtech:ore_palladium_0:7, End Palladium Ore
gregtech:ore_palladium_0:8, Sand Palladium Ore
gregtech:ore_palladium_0:9, Sand Palladium Ore
gregtech:ore_palladium_0:10, Granite Palladium Ore
gregtech:ore_palladium_0:11, Granite Palladium Ore
gregtech:ore_palladium_0:12, Marble Palladium Ore
gregtech:ore_palladium_0:13, Basalt Palladium Ore
gregtech:ore_molybdenite_0:0, Molybdenite Ore
gregtech:ore_molybdenite_0:1, Molybdenite Ore
gregtech:ore_molybdenite_0:2, Molybdenite Ore
gregtech:ore_molybdenite_0:3, Molybdenite Ore
gregtech:ore_molybdenite_0:4, Gravel Molybdenite Ore
gregtech:ore_molybdenite_0:5, Molybdenite Ore
gregtech:ore_molybdenite_0:6, Nether Molybdenite Ore
gregtech:ore_molybdenite_0:7, End Molybdenite Ore
gregtech:ore_molybdenite_0:8, Sand Molybdenite Ore
gregtech:ore_molybdenite_0:9, Sand Molybdenite Ore
gregtech:ore_molybdenite_0:10, Granite Molybdenite Ore
gregtech:ore_molybdenite_0:11, Granite Molybdenite Ore
gregtech:ore_molybdenite_0:12, Marble Molybdenite Ore
gregtech:ore_molybdenite_0:13, Basalt Molybdenite Ore
gregtech:ore_neutronium_0:0, Neutronium Ore
gregtech:ore_neutronium_0:1, Neutronium Ore
gregtech:ore_neutronium_0:2, Neutronium Ore
gregtech:ore_neutronium_0:3, Neutronium Ore
gregtech:ore_neutronium_0:4, Gravel Neutronium Ore
gregtech:ore_neutronium_0:5, Neutronium Ore
gregtech:ore_neutronium_0:6, Nether Neutronium Ore
gregtech:ore_neutronium_0:7, End Neutronium Ore
gregtech:ore_neutronium_0:8, Sand Neutronium Ore
gregtech:ore_neutronium_0:9, Sand Neutronium Ore
gregtech:ore_neutronium_0:10, Granite Neutronium Ore
gregtech:ore_neutronium_0:11, Granite Neutronium Ore
gregtech:ore_neutronium_0:12, Marble Neutronium Ore
gregtech:ore_neutronium_0:13, Basalt Neutronium Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Tungstate Ore
gregtech:ore_tungstate_0:2, Tungstate Ore
gregtech:ore_tungstate_0:3, Tungstate Ore
gregtech:ore_tungstate_0:4, Gravel Tungstate Ore
gregtech:ore_tungstate_0:5, Tungstate Ore
gregtech:ore_tungstate_0:6, Nether Tungstate Ore
gregtech:ore_tungstate_0:7, End Tungstate Ore
gregtech:ore_tungstate_0:8, Sand Tungstate Ore
gregtech:ore_tungstate_0:9, Sand Tungstate Ore
gregtech:ore_tungstate_0:10, Granite Tungstate Ore
gregtech:ore_tungstate_0:11, Granite Tungstate Ore
gregtech:ore_tungstate_0:12, Marble Tungstate Ore
gregtech:ore_tungstate_0:13, Basalt Tungstate Ore
gregtech:ore_desh_0:0, Desh Ore
gregtech:ore_desh_0:1, Desh Ore
gregtech:ore_desh_0:2, Desh Ore
gregtech:ore_desh_0:3, Desh Ore
gregtech:ore_desh_0:4, Gravel Desh Ore
gregtech:ore_desh_0:5, Desh Ore
gregtech:ore_desh_0:6, Nether Desh Ore
gregtech:ore_desh_0:7, End Desh Ore
gregtech:ore_desh_0:8, Sand Desh Ore
gregtech:ore_desh_0:9, Sand Desh Ore
gregtech:ore_desh_0:10, Granite Desh Ore
gregtech:ore_desh_0:11, Granite Desh Ore
gregtech:ore_desh_0:12, Marble Desh Ore
gregtech:ore_desh_0:13, Basalt Desh Ore
gregtech:ore_gallium_0:0, Gallium Ore
gregtech:ore_gallium_0:1, Gallium Ore
gregtech:ore_gallium_0:2, Gallium Ore
gregtech:ore_gallium_0:3, Gallium Ore
gregtech:ore_gallium_0:4, Gravel Gallium Ore
gregtech:ore_gallium_0:5, Gallium Ore
gregtech:ore_gallium_0:6, Nether Gallium Ore
gregtech:ore_gallium_0:7, End Gallium Ore
gregtech:ore_gallium_0:8, Sand Gallium Ore
gregtech:ore_gallium_0:9, Sand Gallium Ore
gregtech:ore_gallium_0:10, Granite Gallium Ore
gregtech:ore_gallium_0:11, Granite Gallium Ore
gregtech:ore_gallium_0:12, Marble Gallium Ore
gregtech:ore_gallium_0:13, Basalt Gallium Ore
gregtech:ore_rutile_0:0, Rutile Ore
gregtech:ore_rutile_0:1, Rutile Ore
gregtech:ore_rutile_0:2, Rutile Ore
gregtech:ore_rutile_0:3, Rutile Ore
gregtech:ore_rutile_0:4, Gravel Rutile Ore
gregtech:ore_rutile_0:5, Rutile Ore
gregtech:ore_rutile_0:6, Nether Rutile Ore
gregtech:ore_rutile_0:7, End Rutile Ore
gregtech:ore_rutile_0:8, Sand Rutile Ore
gregtech:ore_rutile_0:9, Sand Rutile Ore
gregtech:ore_rutile_0:10, Granite Rutile Ore
gregtech:ore_rutile_0:11, Granite Rutile Ore
gregtech:ore_rutile_0:12, Marble Rutile Ore
gregtech:ore_rutile_0:13, Basalt Rutile Ore
gregtech:ore_bauxite_0:0, Bauxite Ore
gregtech:ore_bauxite_0:1, Bauxite Ore
gregtech:ore_bauxite_0:2, Bauxite Ore
gregtech:ore_bauxite_0:3, Bauxite Ore
gregtech:ore_bauxite_0:4, Gravel Bauxite Ore
gregtech:ore_bauxite_0:5, Bauxite Ore
gregtech:ore_bauxite_0:6, Nether Bauxite Ore
gregtech:ore_bauxite_0:7, End Bauxite Ore
gregtech:ore_bauxite_0:8, Sand Bauxite Ore
gregtech:ore_bauxite_0:9, Sand Bauxite Ore
gregtech:ore_bauxite_0:10, Granite Bauxite Ore
gregtech:ore_bauxite_0:11, Granite Bauxite Ore
gregtech:ore_bauxite_0:12, Marble Bauxite Ore
gregtech:ore_bauxite_0:13, Basalt Bauxite Ore
ceu:test:0, Forge Energy Emitter
ceu:test:1, Forge Energy Receiver
ceu:test:2, GT Energy Emitter
ceu:test:3, GT Energy Receiver
gregblockutils:gbpebble:0, Basalt Pebble
gregblockutils:gbpebble:1, Black Granite Pebble
gregblockutils:gbpebble:2, Marble Pebble
gregblockutils:gbpebble:3, Red Granite Pebble
exnihilocreatio:hammer_wood, Wooden Hammer
exnihilocreatio:hammer_stone, Stone Hammer
exnihilocreatio:hammer_iron, Iron Hammer
exnihilocreatio:hammer_diamond, Diamond Hammer
exnihilocreatio:hammer_gold, Gold Hammer
exnihilocreatio:crook_wood, Wooden Crook
exnihilocreatio:crook_bone, Bone Crook
exnihilocreatio:item_mesh:1, String Mesh
exnihilocreatio:item_mesh:2, Tin Alloy Mesh
exnihilocreatio:item_mesh:3, Steel Mesh
exnihilocreatio:item_mesh:4, Aluminium Mesh
exnihilocreatio:item_material:1, Porcelain Clay
exnihilocreatio:item_material:2, Silkworm
exnihilocreatio:item_material:3, Ancient Spores
exnihilocreatio:item_material:4, Grass Seeds
exnihilocreatio:item_material:5, Porcelain Doll
exnihilocreatio:item_material:6, Stone Rod
exnihilocreatio:item_material:7, Stone Gear
exnihilocreatio:item_cooked_silkworm, Cooked Silkworm
exnihilocreatio:item_pebble:0, Stone Pebble
exnihilocreatio:item_pebble:1, Granite Pebble
exnihilocreatio:item_pebble:2, Diorite Pebble
exnihilocreatio:item_pebble:3, Andesite Pebble
exnihilocreatio:item_doll:0, Blazing Doll
exnihilocreatio:item_doll:1, Creeping Doll
exnihilocreatio:item_doll:2, Floating Doll
exnihilocreatio:item_doll:3, Protecting Doll
exnihilocreatio:item_doll:4, Freezing Doll
exnihilocreatio:item_doll:5, Breezing Doll
exnihilocreatio:item_doll:6, Crushing Doll
exnihilocreatio:item_doll:7, Oozing Doll
exnihilocreatio:item_seed_oak, Oak Seed
exnihilocreatio:item_seed_spruce, Spruce Seed
exnihilocreatio:item_seed_birch, Birch Seed
exnihilocreatio:item_seed_jungle, Jungle Seed
exnihilocreatio:item_seed_acacia, Acacia Seed
exnihilocreatio:item_seed_darkoak, Dark Oak Seed
exnihilocreatio:item_seed_cactus, Cactus Seed
exnihilocreatio:item_seed_sugarcane, Sugarcane Seed
exnihilocreatio:item_seed_carrot, Carrot Seeds
exnihilocreatio:item_seed_potato, Potato Seeds
exnihilocreatio:witchwater, tile.witchwater.name
exnihilocreatio:block_dust, Dust
exnihilocreatio:block_netherrack_crushed, Crushed Netherrack
exnihilocreatio:block_endstone_crushed, Crushed Endstone
exnihilocreatio:block_skystone_crushed, Crushed Sky Stone
exnihilocreatio:block_andesite_crushed, Crushed Andesite
exnihilocreatio:block_diorite_crushed, Crushed Diorite
exnihilocreatio:block_granite_crushed, Crushed Granite
exnihilocreatio:block_barrel0, Wooden Barrel
exnihilocreatio:block_barrel1, Stone Barrel
exnihilocreatio:block_infesting_leaves, Infested Leaves
exnihilocreatio:block_infested_leaves, Infested Leaves
exnihilocreatio:block_sieve, Sieve
exnihilocreatio:block_crucible_wood, Wooden Crucible
exnihilocreatio:block_waterwheel, Waterwheel
exnihilocreatio:block_axle_stone, Stone Axle
exnihilocreatio:block_grinder, Grinder [WIP! Does nothing yet!]
exnihilocreatio:block_auto_sifter, Auto Sifter
exnihilocreatio:block_end_cake, End Cake
exnihilocreatio:block_crucible:0, Unfired Crucible
exnihilocreatio:block_crucible:1, Crucible
excompressum:compressed_block:0, Compressed Dust
excompressum:compressed_block:1, Compressed Cobblestone
excompressum:compressed_block:2, Compressed Gravel
excompressum:compressed_block:3, Compressed Sand
excompressum:compressed_block:4, Compressed Dirt
excompressum:compressed_block:5, Compressed Flint
excompressum:compressed_block:6, Compressed Nether Gravel
excompressum:compressed_block:7, Compressed Ender Gravel
excompressum:compressed_block:8, Compressed Soul Sand
excompressum:compressed_block:9, Compressed Netherrack
excompressum:compressed_block:10, Compressed End Stone
excompressum:heavy_sieve:0, Heavy Oak Sieve
excompressum:heavy_sieve:1, Heavy Spruce Sieve
excompressum:heavy_sieve:2, Heavy Birch Sieve
excompressum:heavy_sieve:3, Heavy Jungle Sieve
excompressum:heavy_sieve:4, Heavy Acacia Sieve
excompressum:heavy_sieve:5, Heavy Dark Oak Sieve
excompressum:wooden_crucible:0, Oak Crucible
excompressum:wooden_crucible:1, Spruce Crucible
excompressum:wooden_crucible:2, Birch Crucible
excompressum:wooden_crucible:3, Jungle Crucible
excompressum:wooden_crucible:4, Acacia Crucible
excompressum:wooden_crucible:5, Dark Oak Crucible
excompressum:bait:0, Wolf Bait
excompressum:bait:1, Ocelot Bait
excompressum:bait:2, Cow Bait
excompressum:bait:3, Pig Bait
excompressum:bait:4, Chicken Bait
excompressum:bait:5, Sheep Bait
excompressum:bait:6, Squid Bait
excompressum:bait:7, Rabbit Bait
excompressum:bait:8, Horse Bait
excompressum:bait:9, Donkey Bait
excompressum:bait:10, Polar Bear Bait
excompressum:bait:11, Llama Bait
excompressum:bait:12, Parrot Bait
excompressum:auto_hammer, Auto Hammer
excompressum:auto_compressed_hammer, Auto Compressed Hammer
excompressum:auto_sieve, Auto Sieve
excompressum:auto_heavy_sieve, Auto Heavy Sieve
excompressum:auto_compressor, Auto Compressor
excompressum:auto_compressor_rationing, Auto Compressor (Rationing)
excompressum:chicken_stick, Chicken Stick
excompressum:compressed_hammer_wood, Compressed Wooden Hammer
excompressum:compressed_hammer_stone, Compressed Stone Hammer
excompressum:compressed_hammer_iron, Compressed Iron Hammer
excompressum:compressed_hammer_gold, Compressed Gold Hammer
excompressum:compressed_hammer_diamond, Compressed Diamond Hammer
excompressum:double_compressed_diamond_hammer, Double Compressed Diamond Hammer
excompressum:compressed_crook, Compressed Crook
excompressum:iron_mesh, Iron Mesh
excompressum:wood_chippings, Wood Chippings
excompressum:uncompressed_coal, Uncompressed Coal
excompressum:bat_zapper, Bat Zapper
excompressum:ore_smasher, Ore Smasher
excompressum:ugly_steel_plating, Ugly Steel Plating
galacticraftcore:crude_oil_still, Crude Oil
galacticraftcore:bucket_oil, Oil Bucket
galacticraftcore:fuel, Fuel
galacticraftcore:bucket_fuel, Fuel Bucket
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, Rocket Launch Pad
galacticraftcore:unlit_torch, Torch
galacticraftcore:unlit_torch_lit, Torch
galacticraftcore:distributor, Oxygen Bubble Distributor
galacticraftcore:collector, Oxygen Collector
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, Oxygen Sealer
galacticraftcore:oxygen_detector, Oxygen Detector
galacticraftcore:aluminum_wire:0, Aluminum Wire
galacticraftcore:aluminum_wire:1, Heavy Aluminum Wire
galacticraftcore:aluminum_wire:2, Switchable Aluminum Wire
galacticraftcore:aluminum_wire:3, Switchable Heavy Aluminum Wire
galacticraftcore:fluid_pipe, Fluid Pipe
galacticraftcore:fluid_pipe_pull, Fluid Pipe
galacticraftcore:refinery, Refinery
galacticraftcore:fuel_loader, Fuel Loader
galacticraftcore:cargo:0, Cargo Loader
galacticraftcore:cargo:4, Cargo Unloader
galacticraftcore:rocket_workbench, NASA Workbench
galacticraftcore:basic_block_core:3, Tin Decoration Block
galacticraftcore:basic_block_core:4, Tin Wall Block
galacticraftcore:basic_block_core:5, Copper Ore
galacticraftcore:basic_block_core:6, Tin Ore
galacticraftcore:basic_block_core:7, Aluminum Ore
galacticraftcore:basic_block_core:8, Silicon Ore
galacticraftcore:basic_block_core:9, Copper Block
galacticraftcore:basic_block_core:10, Block of Tin
galacticraftcore:basic_block_core:11, Aluminum Block
galacticraftcore:basic_block_core:12, Solid Meteoric Iron
galacticraftcore:basic_block_core:13, Silicon Block
galacticraftcore:air_lock_frame:0, Air Lock Frame
galacticraftcore:air_lock_frame:1, Air Lock Controller
galacticraftcore:air_lock_seal, Air Lock Seal
galacticraftcore:space_glass_clear:0, Vacuum Glass (Clear)
galacticraftcore:space_glass_clear:1, Vacuum Glass (Clear)
galacticraftcore:space_glass_vanilla:0, Vacuum Glass
galacticraftcore:space_glass_vanilla:1, Vacuum Glass
galacticraftcore:space_glass_strong:0, Vacuum Glass (Strong)
galacticraftcore:space_glass_strong:1, Vacuum Glass (Strong)
galacticraftcore:magnetic_table, Magnetic Crafting Table
galacticraftcore:enclosed:14, Sealable Aluminum Wire
galacticraftcore:enclosed:15, Sealable Heavy Aluminum Wire
galacticraftcore:enclosed:1, Sealable Fluid Pipe
galacticraftcore:space_station_base, Space Station Arrival Block
galacticraftcore:parachest, Parachest
galacticraftcore:solar:0, Basic Solar Panel
galacticraftcore:solar:4, Advanced Solar Panel
galacticraftcore:dishbase, Communications Dish
galacticraftcore:machine:0, Coal Generator
galacticraftcore:machine:12, Compressor
galacticraftcore:machine2:0, Electric Compressor
galacticraftcore:machine2:4, Circuit Fabricator
galacticraftcore:machine2:8, Oxygen Storage Module
galacticraftcore:machine2:12, Deconstructor
galacticraftcore:machine3:0, Chromatic Applicator
galacticraftcore:machine_tiered:0, Energy Storage Module
galacticraftcore:machine_tiered:4, Electric Furnace
galacticraftcore:machine_tiered:8, Energy Storage Cluster
galacticraftcore:machine_tiered:12, Electric Arc Furnace
galacticraftcore:panel_lighting:0, Lighting Panel (Square)
galacticraftcore:panel_lighting:1, Lighting Panel (Spotlight)
galacticraftcore:panel_lighting:2, Lighting Panel (Linear)
galacticraftcore:panel_lighting:3, Lighting Panel (Dark)
galacticraftcore:panel_lighting:4, Lighting Panel (Dark)
galacticraftcore:glowstone_torch, Glowstone Torch
galacticraftcore:fallen_meteor, Fallen Meteor
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, Block of Cheese
galacticraftcore:spin_thruster, Spin Thruster
galacticraftcore:view_screen, Display Screen
galacticraftcore:telemetry, Telemetry Unit
galacticraftcore:arclamp, Arc Lamp
galacticraftcore:treasure_chest, Treasure Chest
galacticraftcore:fluid_tank, Fluid Tank
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, Tin Decoration Stairs
galacticraftcore:tin_stairs_2, Tin Decoration Stairs
galacticraftcore:moon_stairs_stone, Moon Rock Stairs
galacticraftcore:moon_stairs_brick, Moon Dungeon Brick Stairs
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
